Venue,Event_Name,Description,Start_Date,Start_Time,End_Date,End_Time,Link,City,Image,Privacy,Background 
"Louisville, Kentucky, United States","Salesforce Admin 201 & App Builder Certification Training in Louisville, KY"," Key Features: 40 hours of Online Classroom training 100% Money Back Guarantee Real life Projects Group Activities for better reinforcement Real world examples from various industries Industry based case studies Trainers’ Notes, Sample Question Paper & Case Studies 24/7 customer support About Salesforce Certification Training Salesforce Admin Certification online training by Studye Times will help you to become an expert by mastering topics such as identify different Salesforce building blocks, Data model, Security model, Automation options, Sales Cloud and Service Cloud modules, Reports and ​Dashboard. It is aligned to SFDC ADM 201 Certification. Why Learn Salesforce? After the successful completion of the Salesforce Certification Training: Admin 201 & App Builder by Studye Times, you will be able to understand: Different building blocks of Salesforce The data model The security model The business process automation options The Sales Cloud and Service Cloud modules The reports and dashboard Salesforce1, SalesforceA, Chatter and Social features Introduction to Apex Introduction to VisualForce Introduction to various integration options like SOAP, REST APIs Who Should Apply? This Salesforce Certification training at Studye Times is suitable for all professionals who are passionate about CRM and cloud computing. But typical profiles, but not limited to, who go for salesforce training are: App Builders Developers System Administrators Sales Representatives IT Managers Product Managers Process Owners/Practitioners Siebel and other CRM products professionals Experienced professionals who are looking to have an exciting career in the leading Cloud Computing platform Freshers who are looking to get a jumpstart to their cloud computing careers Benefits of Salesforce Certification As per business insider, SFDC Developer & Architect has highest average salary across all jobs As per Indeed.com data, the average salary for a Salesforce Developer is $111,649 per year 200,000 companies worldwide use Salesforce platform Why Studye Times? Studye Times&#39;s training is the best and value for time & money invested. We stand out because our customers Get trained at the best price compared to other training providers. Get trained by the best trainer in the industry. Get accesses to course specific learning videos. Get 100% Money back guarantee*. Training Fee: $1799 Early Bird: Booking at least one month prior to the class start date Training Venue: Venue will be confirmed to the classroom participants one week prior to the workshop start date and online participants will get the session attendance link before 4- 5 days of the training start date. Venue is finalized one week prior to the start date so that we can accommodate last minute rescheduling from the participants and we do not incur additional cost for rescheduling or cancellation. For more details, please email us at eventbrite@studyet.com   *We also provide the Corporate training at any remote location, if you have group participants. It can be conducted at your company premises on your preferred dates.   *To know more about the discount and money back, Contact us on chat or email         ",2020-08-24, 09:00:00,,,http://louisville.eventful.com/events/salesforce-admin-201-/E0-001-129750522-4@2020082409?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/044/762/009-1.png_/salesforce-admin-201-app-builder-cert-09.png
48
48


//d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/044/762/009-1.png_/salesforce-admin-201-app-builder-cert-09.png
48
48


//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/044/762/009-1.png_/salesforce-admin-201-app-builder-cert-09.png
48
48


//d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/044/762/009-1.png_/salesforce-admin-201-app-builder-cert-09.png
128
128

",1
Louisville Palace,How to Tame Stress and Eliminate Reactivity in Less Than 8 Weeks, This is a FREE online event to give you the tools you need to control the stress you experience in all areas of your life!,2020-08-02, 21:00:00,,,http://louisville.eventful.com/events/tame-stress-and-elimin-/E0-001-134657174-5@2020080221?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/712/172-0.jpeg_/tame-stress-and-eliminate-reactivity-l-72.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/712/172-0.jpeg_/tame-stress-and-eliminate-reactivity-l-72.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/712/172-0.jpeg_/tame-stress-and-eliminate-reactivity-l-72.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/712/172-0.jpeg_/tame-stress-and-eliminate-reactivity-l-72.jpeg
128
128

",1
101 East Jefferson Street,"SAFe\u00ae 5.0 DevOps Practitioner with SDP Certification Louisville/Jefferson County, KY\u2013IN(weekend)"," Note: We are monitoring the COVID-19 pandemic and if prudent per local, state, and national health authorities we will change this to a remo",2020-08-16, 17:00:00,,,http://louisville.eventful.com/events/safeu00ae-50-devops-pr-/E0-001-134528139-5@2020081617?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/694/109-3.png_/safeu00ae-50-devops-practitioner-sdp-c-09.png
48
48


//d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/694/109-3.png_/safeu00ae-50-devops-practitioner-sdp-c-09.png
48
48


//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/694/109-3.png_/safeu00ae-50-devops-practitioner-sdp-c-09.png
48
48


//d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/694/109-3.png_/safeu00ae-50-devops-practitioner-sdp-c-09.png
128
128

",1
Dr Mark and Cindy Lynn Stadium,Sporting Kansas City II at Louisville City FC,,2020-08-01, 19:00:00,,,http://louisville.eventful.com/events/sporting-kansas-city-ii-louisville-city-fc-/E0-001-134045591-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Dr Mark and Cindy Lynn Stadium,Memphis 901 FC at Louisville City FC,,2020-08-19, 19:00:00,,,http://louisville.eventful.com/events/memphis-901-fc-louisville-city-fc-/E0-001-134045596-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Arts4Evolution,The Dreaming Journal ONLINE," <br>In this weekly ONLINE group we will explore the juicy world of visual journaling using collage, paint, stencils, specialty papers, drawing ",2020-08-06, 13:00:00,,,http://louisville.eventful.com/events/dreaming-journal-onlin-/E0-001-134660583-9@2020080613?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/746/592-5.jpeg_/dreaming-journal-online-92.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/746/592-5.jpeg_/dreaming-journal-online-92.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/746/592-5.jpeg_/dreaming-journal-online-92.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/746/592-5.jpeg_/dreaming-journal-online-92.jpeg
128
128

",1
Waverly Hills Sanatorium,9PM 2 Hour Paranormal Guided Tour - Waverly Hills Sanatorium," Visit one of the &#39;most haunted locations in the world&#39;! Embark on an exciting and bone-chilling two-hour paranormal adventure, experiencing ",2020-08-21, 23:00:00,,,http://louisville.eventful.com/events/9pm-2-hour-paranormal-/E0-001-134994550-7@2020082123?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/696/256-4.jpeg_/9pm-2-hour-paranormal-guided-tour-wav-56.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/696/256-4.jpeg_/9pm-2-hour-paranormal-guided-tour-wav-56.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/696/256-4.jpeg_/9pm-2-hour-paranormal-guided-tour-wav-56.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/696/256-4.jpeg_/9pm-2-hour-paranormal-guided-tour-wav-56.jpeg
128
128

",1
Waverly Hills Sanatorium,6 Hour Public Paranormal Investigation at Waverly Hills Sanatorium, This is an 18+ event.<br>Visit one of the &#39;most haunted locations in the world&#39;! Embark on an exciting and bone-chilling six-hour paranormal ad,2020-08-02, 06:00:00,,,http://louisville.eventful.com/events/6-hour-public-paranorm-/E0-001-134989238-4@2020080206?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/681/710-3.jpeg_/6-hour-public-paranormal-investigation-10.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/681/710-3.jpeg_/6-hour-public-paranormal-investigation-10.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/681/710-3.jpeg_/6-hour-public-paranormal-investigation-10.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/681/710-3.jpeg_/6-hour-public-paranormal-investigation-10.jpeg
128
128

",1
Waverly Hills Sanatorium,Private Overnight / Investigation at Waverly Hills Sanatorium - August," Looking for Private Investigations in March thru July? Click Here! Also, check out our accomidations offering below!<br>Visit one of the &#39;most ",2020-08-28, 04:00:00,,,http://louisville.eventful.com/events/private-overnight-investigation-waverly-hill-/E0-001-134988341-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
128
128

",1
Waverly Hills Sanatorium,Private Overnight / Investigation at Waverly Hills Sanatorium - August," Looking for Private Investigations in March thru July? Click Here! Also, check out our accomidations offering below!<br>Visit one of the &#39;most ",2020-08-24, 04:00:00,,,http://louisville.eventful.com/events/private-overnight-investigation-waverly-hill-/E0-001-134988340-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
128
128

",1
Waverly Hills Sanatorium,Private Overnight / Investigation at Waverly Hills Sanatorium - August," Looking for Private Investigations in March thru July? Click Here! Also, check out our accomidations offering below!<br>Visit one of the &#39;most ",2020-08-18, 04:00:00,,,http://louisville.eventful.com/events/private-overnight-investigation-waverly-hill-/E0-001-134988339-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/754/063-3.jpeg_/private-overnight-investigation-waverly-hills-san-63.jpeg
128
128

",1
400 Mississippi St,"Online SAFe Product Manager/Product Owner with POPM Certification in Louisville/Jefferson County, KY\u2013IN", Description<br><br><br><br>SAFe\u00ae Product Owner/Product Manager<br>Delivering value through effective Program Increment execution with SAFe\u00ae Product Owner/,2020-08-05, 17:00:00,,,http://louisville.eventful.com/events/online-safe-product-managerproduct-owner-popm-/E0-001-134990159-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
128
128

",1
Harat's Pub,"SAFe\u00ae 5.0 DevOps Practitioner with SDP Certification Louisville,Kentucky (Weekend) - Scaled Agile Online Training", This two-day course provides a comprehensive overview for understanding te DevOps competencies needed to accelerate time-to-market by improv,2020-08-22, 17:00:00,,,http://louisville.eventful.com/events/safeu00ae-50-devops-practitioner-sdp-certific-/E0-001-134571281-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/682/741-0.png_/safeu00ae-50-devops-practitioner-sdp-certification-41.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/682/741-0.png_/safeu00ae-50-devops-practitioner-sdp-certification-41.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/682/741-0.png_/safeu00ae-50-devops-practitioner-sdp-certification-41.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/682/741-0.png_/safeu00ae-50-devops-practitioner-sdp-certification-41.png
128
128

",1
ONLINE,How To Improve Your Focus and Limit Distractions - Louisville," Learn how to sharpen your focus so you can get more done! This class is ideal for students, professionals and lifelong learners.",2020-08-19, 14:30:00,,,http://louisville.eventful.com/events/improve-your-focus-and-limit-distractions-lo-/E0-001-134969617-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/746/257-5.jpeg_/improve-your-focus-and-limit-distractions-louisvi-57.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/746/257-5.jpeg_/improve-your-focus-and-limit-distractions-louisvi-57.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/746/257-5.jpeg_/improve-your-focus-and-limit-distractions-louisvi-57.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/746/257-5.jpeg_/improve-your-focus-and-limit-distractions-louisvi-57.jpeg
128
128

",1
SOUTHERN KENTUCKY KY - LOUISVILLE 71273,USTA/SOUTHERN KENTUCKY-2020 USTA TRI-LEVEL 55 & OVER ADULT,,2020-06-22, 00:00:00,2020-08-22, 00:00:00,http://louisville.eventful.com/events/ustasouthern-kentucky2020-usta-trilevel-55-o-/E0-001-133643522-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Louisville Indoor Racquet Club,LIRC Summer Championships -- Southern Level 5 (10U Orange),,2020-08-08, 00:00:00,2020-08-09, 00:00:00,http://louisville.eventful.com/events/lirc-summer-championships-southern-level-5-1-/E0-001-132810304-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Headliner's Music Hall,Rescheduled: JD McPherson 10th Anniversary Tour -  with Michaela Anne," 18 and over <p><a href=""https://www.facebook.com/jdmcphersonhistyle/"" rel=""nofollow"">FACEBOOK</a> | <a href=""https://twitter.com/jdmcphersonjr"" rel=""nofollow"">TWITTER</a> | <a href=""https://www.instagram.com/jdmcphersonpix/"" rel=""nofollow"">INSTAGRAM</a> | <a href=""https://www.youtube.com/channel/UCNaY14IrhF1XqAbfYRhAVlw"" rel=""nofollow"">YOUTUBE</a><p><p>“Signs & Signifiers is 10 years old this year, and we thought it would be a blast to head out on a short tour, and perform all the songs from the album, including some covers from that period, which is something we’ve rarely done…  I thought it could be a nice way to celebrate this little record that changed my life.” – JD McPherson<p><a href=""https://www.facebook.com/MyMichaelaAnne/"" rel=""nofollow"">FACEBOOK</a> | <a href=""https://www.instagram.com/michaelaanne/"" rel=""nofollow"">INSTAGRAM</a> | <a href=""https://www.youtube.com/channel/UCkAgE0VyVjafZPS3t9cX7Aw"" rel=""nofollow"">YOUTUBE</a><p></p></p></p></p></p>",2020-08-28, 19:00:00,,,http://louisville.eventful.com/events/rescheduled-jd-mcpherson-10th-anniversary-tou-/E0-001-133630933-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/004/340/606-0.jpeg_/jd-mcpherson-06.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/004/340/606-0.jpeg_/jd-mcpherson-06.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/004/340/606-0.jpeg_/jd-mcpherson-06.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/004/340/606-0.jpeg_/jd-mcpherson-06.jpeg
128
128

",1
Louisville Slugger Field,Indianapolis Indians at Louisville Bats,,2020-08-26, 18:30:00,,,http://louisville.eventful.com/events/indianapolis-indians-louisville-bats-/E0-001-131947775-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/633-4.png_/indianapolis-indians-33.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/633-4.png_/indianapolis-indians-33.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/633-4.png_/indianapolis-indians-33.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/633-4.png_/indianapolis-indians-33.png
128
128

",1
Headliner's Music Hall,The Lone Bellow (Rescheduled from 4/5) (18+ Event),,2020-08-26, 20:00:00,,,http://louisville.eventful.com/events/lone-bellow-rescheduled-45-18-event-/E0-001-131887556-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/019/368/195-5.jpeg_/the-lone-bellow-95.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/019/368/195-5.jpeg_/the-lone-bellow-95.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/019/368/195-5.jpeg_/the-lone-bellow-95.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/019/368/195-5.jpeg_/the-lone-bellow-95.jpeg
128
128

",1
Paristown Hall,Hippie Sabotage (Rescheduled from 3/25),,2020-08-13, 20:00:00,,,http://louisville.eventful.com/events/hippie-sabotage-rescheduled-325-/E0-001-132399284-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
KFC Yum! Center,Hot Wheels Monster Trucks Live," <p><em>Raycom-Legacy Content Company released the following statement announcing that the Hot Wheels Monster Trucks Live shows scheduled for Saturday, March 14 at the KFC Yum! Center has been postponed to August 22. </em><p>Hot Wheels Monster Trucks Live brings audiences the only opportunity to see real-life versions of the iconic Hot Wheels monster truck toys including Bone Shaker™, Tiger Shark™, V8 Bomber™, Demo Derby and Hot Wheels® Racing 1. The show will also feature the original monster truck, BIGFOOT®. In addition, the immensely popular Crash Zone Pre-Show Party is back  2 ½ hours prior to every performance. <p><em>Tickets for the original date of March 14th will be honored at the August 22nd event.</em><p> <p><i>Fun Puzzles for Family Fun</i><ul><li><p><a href=""https://www.kfcyumcenter.com/assets/doc/Maze_8.5x11_demoderby_lou-dd2315dece.pdf"" rel=""nofollow"">Demo Derby Maze</a><li><p><a href=""https://www.kfcyumcenter.com/assets/doc/Maze_8.5x11_hwr1_lou-06b3a525cb.pdf"" rel=""nofollow"">Hot Wheels Racing 1 Maze</a><li><p><a href=""https://www.kfcyumcenter.com/assets/doc/Maze_8.5x11_tigershark_lou-8e54b64eca.pdf"" rel=""nofollow"">Tiger Shark Maze</a><li><p><a href=""https://www.kfcyumcenter.com/assets/doc/Maze_8.5x11_bigfoot_lou-0cf9e889bd.pdf"" rel=""nofollow"">Bigfoot Maze</a><li><p><a href=""https://www.kfcyumcenter.com/assets/doc/Maze_8.5x11_boneshaker_lou-069d82d4d9.pdf"" rel=""nofollow"">Bone Shaker Maze</a><li><p><a href=""https://www.kfcyumcenter.com/assets/doc/Maze_8.5x11_v8bomber_lou-39e49b5031.pdf"" rel=""nofollow"">V8 Bomber Maze</a><li><p><a href=""https://www.kfcyumcenter.com/assets/doc/Double-Phrase_8.5x11_lou-4864a2a331.pdf"" rel=""nofollow"">Hot Wheels Monster Trucks Word Scramble</a></p></li></p></li></p></li></p></li></p></li></p></li></p></li></ul><p></p></p></p></p></p></p>",2020-08-22, 12:30:00,,,http://louisville.eventful.com/events/hot-wheels-monster-trucks-live-/E0-001-134243632-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Headliner's Music Hall,Canceled: Caamp By and By Tour -  with Bendigo Fletcher," 18 and over | Caamp Early Entry VIP Package ($59) *Includes: · General admission ticket · VIP early entry into the venue · Limited-edition tour poster signed by Taylor, Evan, and Matt · Exclusive Caamp enamel pin set · Commemorative Caamp laminate · Merchandise shopping before doors open to the general public <p><a href=""https://www.facebook.com/CaampBoys/"" rel=""nofollow"">FACEBOOK</a> | <a href=""https://twitter.com/Caamp"" rel=""nofollow"">TWITTER</a> | <a href=""https://www.instagram.com/caamp/"" rel=""nofollow"">INSTAGRAM</a> | <a href=""https://www.youtube.com/channel/UCHGWRp5SRXaLVLABPzgwsIQ"" rel=""nofollow"">YOUTUBE</a><br><p><a href=""http://www.facebook.com/bendigofletcher"" rel=""nofollow"">FACEBOOK</a> | <a href=""https://twitter.com/BendigoFletcher"" rel=""nofollow"">TWITTER</a> | <a href=""https://www.instagram.com/bendigofletcher/"" rel=""nofollow"">INSTAGRAM</a> | <a href=""https://www.youtube.com/channel/UCqWvWwv7K8kq3PZnygVG1BA"" rel=""nofollow"">YOUTUBE</a><br></p></p>",2020-08-15, 20:00:00,,,http://louisville.eventful.com/events/canceled-caamp-and-tour-bendigo-fletcher-/E0-001-132168495-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Diamond Pub Concert Hall,Sick of It All / Agnostic Front / Crown Of Thornz,,2020-08-21, 20:00:00,,,http://louisville.eventful.com/events/sick-all-agnostic-front-crown-thornz-/E0-001-133545210-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/000/328/978-6.jpg_/sick-of-it-all-78.jpg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/000/328/978-6.jpg_/sick-of-it-all-78.jpg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/000/328/978-6.jpg_/sick-of-it-all-78.jpg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/000/328/978-6.jpg_/sick-of-it-all-78.jpg
128
128

",1
KFC Yum! Center,Janet Jackson,,2020-08-01, 20:00:00,,,http://louisville.eventful.com/events/janet-jackson-/E0-001-133646609-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/020/532/805-6.jpeg_/janet-jackson-05.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/020/532/805-6.jpeg_/janet-jackson-05.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/020/532/805-6.jpeg_/janet-jackson-05.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/020/532/805-6.jpeg_/janet-jackson-05.jpeg
128
128

",1
Louisville,Heal Your Binge Eating and Lifelong Dieting [FREE ONLINE EVENT]," [FREE ONLINE EVENT] This event is for anyone who feels out of control with food and who struggles with binge eating, overeating, emotional e",2020-08-19, 20:00:00,,,http://louisville.eventful.com/events/heal-your-binge-eating-and-lifelong-dieting-f-/E0-001-134811473-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/680/947-8.jpeg_/heal-your-binge-eating-and-lifelong-dieting-free-o-47.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/680/947-8.jpeg_/heal-your-binge-eating-and-lifelong-dieting-free-o-47.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/680/947-8.jpeg_/heal-your-binge-eating-and-lifelong-dieting-free-o-47.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/680/947-8.jpeg_/heal-your-binge-eating-and-lifelong-dieting-free-o-47.jpeg
128
128

",1
"Certstaffix Training - Louisville, Kentucky","Cisco CCNA Certification Class | Louisville, Kentucky", Cisco CCNA Certification<br>This course is a comprehensive preparation for anyone wishing to obtain a solid background in basic Cisco networkin,2020-08-21, 17:00:00,,,http://louisville.eventful.com/events/cisco-ccna-certification-class-louisville-ke-/E0-001-134808731-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/737/450-8.png_/cisco-ccna-certification-class-louisville-kentuck-50.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/737/450-8.png_/cisco-ccna-certification-class-louisville-kentuck-50.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/737/450-8.png_/cisco-ccna-certification-class-louisville-kentuck-50.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/737/450-8.png_/cisco-ccna-certification-class-louisville-kentuck-50.png
128
128

",1
Zanzabar,Alicia Witt Tickets (18+ Event),,2020-08-02, 20:00:00,,,http://louisville.eventful.com/events/alicia-witt-tickets-18-event-/E0-001-134810590-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
244 E Black St,Epic Let\u2019s Roam\u2019s Scavenger Hunt Louisville: Louisville Comes Alive!!, Searching for an exciting outdoor activity in Louisville? The hunt is over! Download the Let\u2019s Roam scavenger hunt app and start exploring t,2020-08-15, 22:00:00,,,http://louisville.eventful.com/events/epic-letu2019s-roamu2019s-scavenger-hunt-loui-/E0-001-134807479-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
128
128

",1
